result,white_elo,black_elo,opening,num_moves,moves
1-0,1025,1034,Rat Defense: Small Center Defense,31,1. e4 { [%clk 0:02:00] } 1... e6 { [%clk 0:02:00] } 2. d4 { [%clk 0:01:59] } 2... d6 { [%clk 0:02:01] } 3. Nf3 { [%clk 0:01:58] } 3... h6 { [%clk 0:02:02] } 4. Bb5+ { [%clk 0:01:59] } 4... Nd7 { [%clk 0:02:00] } 5. O-O { [%clk 0:01:58] } 5... a6 { [%clk 0:02:00] } 6. Ba4 { [%clk 0:01:57] } 6... b5 { [%clk 0:02:00] } 7. Bb3 { [%clk 0:01:57] } 7... g6 { [%clk 0:02:00] } 8. a4 { [%clk 0:01:57] } 8... bxa4 { [%clk 0:01:56] } 9. Bxa4 { [%clk 0:01:55] } 9... Bg7 { [%clk 0:01:56] } 10. Be3 { [%clk 0:01:53] } 10... Ne7 { [%clk 0:01:49] } 11. c4 { [%clk 0:01:37] } 11... O-O { [%clk 0:01:49] } 12. Ra2 { [%clk 0:01:35] } 12... Nb6 { [%clk 0:01:49] } 13. Bb3 { [%clk 0:01:30] } 13... Nc6 { [%clk 0:01:45] } 14. d5 { [%clk 0:01:26] } 14... exd5 { [%clk 0:01:44] } 15. exd5 { [%clk 0:01:23] } 15... Nb4 { [%clk 0:01:40] } 16. Ra4 { [%clk 0:01:13] } 16... a5 { [%clk 0:01:35] } 17. Ra3 { [%clk 0:01:06] } 17... Bxb2 { [%clk 0:01:32] } 18. Bxb6 { [%clk 0:00:56] } 18... Bxa3 { [%clk 0:01:29] } 19. Nxa3 { [%clk 0:00:54] } 19... cxb6 { [%clk 0:01:17] } 20. Nb5 { [%clk 0:00:53] } 20... Ba6 { [%clk 0:01:12] } 21. Nfd4 { [%clk 0:00:51] } 21... Bxb5 { [%clk 0:01:12] } 22. Nxb5 { [%clk 0:00:51] } 22... Qf6 { [%clk 0:00:49] } 23. Re1 { [%clk 0:00:44] } 23... Qb2 { [%clk 0:00:45] } 24. Nxd6 { [%clk 0:00:35] } 24... Rfd8 { [%clk 0:00:22] } 25. Nb5 { [%clk 0:00:19] } 25... Qf6 { [%clk 0:00:17] } 26. d6 { [%clk 0:00:17] } 26... Nc6 { [%clk 0:00:15] } 27. d7 { [%clk 0:00:12] } 27... Na7 { [%clk 0:00:15] } 28. Nxa7 { [%clk 0:00:12] } 28... Rxa7 { [%clk 0:00:14] } 29. Re8+ { [%clk 0:00:12] } 29... Kg7 { [%clk 0:00:03] } 30. Rxd8 { [%clk 0:00:12] } 30... Qxd8 { [%clk 0:00:03] } 31. c5 { [%clk 0:00:12] } 31... Rxd7 { [%clk 0:00:03] } 32. Qe2 { [%clk 0:00:11] }
1-0,1712,1756,"Italian Game: Giuoco Pianissimo, Canal Variation",16,1. e4 { [%clk 0:02:00] } 1... e5 { [%clk 0:02:00] } 2. Nc3 { [%clk 0:02:01] } 2... Nc6 { [%clk 0:02:00] } 3. Bc4 { [%clk 0:02:01] } 3... Bc5 { [%clk 0:02:00] } 4. Nf3 { [%clk 0:02:02] } 4... d6 { [%clk 0:01:56] } 5. d3 { [%clk 0:02:02] } 5... Nf6 { [%clk 0:01:56] } 6. Bg5 { [%clk 0:02:02] } 6... O-O { [%clk 0:01:57] } 7. Nd5 { [%clk 0:01:58] } 7... Nb4 { [%clk 0:01:46] } 8. Nxf6+ { [%clk 0:01:56] } 8... gxf6 { [%clk 0:01:46] } 9. Bh4 { [%clk 0:01:56] } 9... Be6 { [%clk 0:01:44] } 10. Bb3 { [%clk 0:01:55] } 10... Bxb3 { [%clk 0:01:42] } 11. axb3 { [%clk 0:01:56] } 11... a6 { [%clk 0:01:40] } 12. Nd2 { [%clk 0:01:56] } 12... d5 { [%clk 0:01:31] } 13. Qg4+ { [%clk 0:01:50] } 13... Kh8 { [%clk 0:01:31] } 14. Rc1 { [%clk 0:01:44] } 14... dxe4 { [%clk 0:01:30] } 15. Nxe4 { [%clk 0:01:43] } 15... Rg8 { [%clk 0:01:25] } 16. Qf3 { [%clk 0:01:37] } 16... Bb6 { [%clk 0:01:18] } 17. Bxf6+ { [%clk 0:01:37] }
1-0,1440,1441,Italian Game: Giuoco Pianissimo,19,1. e4 { [%clk 0:02:00] } 1... e5 { [%clk 0:02:00] } 2. Nf3 { [%clk 0:01:59] } 2... Nf6 { [%clk 0:02:01] } 3. Nc3 { [%clk 0:01:58] } 3... Nc6 { [%clk 0:02:02] } 4. Bc4 { [%clk 0:01:58] } 4... Bc5 { [%clk 0:02:02] } 5. d3 { [%clk 0:01:58] } 5... d6 { [%clk 0:02:02] } 6. O-O { [%clk 0:01:59] } 6... Bg4 { [%clk 0:02:03] } 7. h3 { [%clk 0:01:59] } 7... Bxh3 { [%clk 0:02:02] } 8. gxh3 { [%clk 0:01:58] } 8... Qd7 { [%clk 0:02:03] } 9. Kh2 { [%clk 0:01:56] } 9... h5 { [%clk 0:01:59] } 10. Ne2 { [%clk 0:01:50] } 10... Ng4+ { [%clk 0:01:58] } 11. Kg1 { [%clk 0:01:47] } 11... Bxf2+ { [%clk 0:01:44] } 12. Rxf2 { [%clk 0:01:46] } 12... Nxf2 { [%clk 0:01:44] } 13. Kxf2 { [%clk 0:01:47] } 13... Qxh3 { [%clk 0:01:43] } 14. Ng3 { [%clk 0:01:41] } 14... g5 { [%clk 0:01:41] } 15. Bxg5 { [%clk 0:01:38] } 15... Nd4 { [%clk 0:01:37] } 16. Nxd4 { [%clk 0:01:25] } 16... exd4 { [%clk 0:01:37] } 17. Qf3 { [%clk 0:01:20] } 17... O-O { [%clk 0:01:30] } 18. Rh1 { [%clk 0:01:09] } 18... Qg4 { [%clk 0:01:29] } 19. Qxg4 { [%clk 0:01:01] } 19... hxg4 { [%clk 0:01:29] } 20. Bf6 { [%clk 0:01:02] }
1-0,1390,1422,Scandinavian Defense: Main Line,22,1. e4 { [%clk 0:02:00] } 1... d5 { [%clk 0:02:00] } 2. exd5 { [%clk 0:01:58] } 2... Qxd5 { [%clk 0:02:01] } 3. Nc3 { [%clk 0:01:58] } 3... Qa5 { [%clk 0:02:01] } 4. Nf3 { [%clk 0:01:54] } 4... Nf6 { [%clk 0:02:02] } 5. Be2 { [%clk 0:01:54] } 5... Nc6 { [%clk 0:01:59] } 6. O-O { [%clk 0:01:54] } 6... e5 { [%clk 0:01:57] } 7. d3 { [%clk 0:01:54] } 7... Bb4 { [%clk 0:01:56] } 8. Bd2 { [%clk 0:01:53] } 8... Bf5 { [%clk 0:01:55] } 9. Re1 { [%clk 0:01:49] } 9... O-O { [%clk 0:01:54] } 10. Nh4 { [%clk 0:01:48] } 10... Be6 { [%clk 0:01:46] } 11. Qb1 { [%clk 0:01:45] } 11... Nd4 { [%clk 0:01:27] } 12. a3 { [%clk 0:01:43] } 12... Nxe2+ { [%clk 0:01:20] } 13. Rxe2 { [%clk 0:01:43] } 13... Bxc3 { [%clk 0:01:17] } 14. Bxc3 { [%clk 0:01:43] } 14... Qa4 { [%clk 0:00:53] } 15. g3 { [%clk 0:01:34] } 15... Ng4 { [%clk 0:00:43] } 16. b3 { [%clk 0:01:32] } 16... Qb5 { [%clk 0:00:39] } 17. f3 { [%clk 0:01:24] } 17... Qc5+ { [%clk 0:00:31] } 18. Kg2 { [%clk 0:01:09] } 18... Ne3+ { [%clk 0:00:29] } 19. Kh1 { [%clk 0:00:59] } 19... Qxc3 { [%clk 0:00:16] } 20. Rxe3 { [%clk 0:00:59] } 20... Bh3 { [%clk 0:00:13] } 21. Qe1 { [%clk 0:00:54] } 21... Rfe8 { [%clk 0:00:12] } 22. Qxc3 { [%clk 0:00:53] } 22... Rad8 { [%clk 0:00:08] } 23. Rc1 { [%clk 0:00:50] }
0-1,1303,1289,Sicilian Defense: French Variation,28,1. e4 { [%clk 0:02:00] } 1... c5 { [%clk 0:02:00] } 2. Nf3 { [%clk 0:02:00] } 2... e6 { [%clk 0:02:00] } 3. e5 { [%clk 0:01:55] } 3... a6 { [%clk 0:02:01] } 4. c4 { [%clk 0:01:55] } 4... Ne7 { [%clk 0:02:01] } 5. Nc3 { [%clk 0:01:53] } 5... Ng6 { [%clk 0:02:00] } 6. d3 { [%clk 0:01:52] } 6... Be7 { [%clk 0:02:01] } 7. g3 { [%clk 0:01:49] } 7... Nc6 { [%clk 0:02:01] } 8. Bg2 { [%clk 0:01:48] } 8... O-O { [%clk 0:01:59] } 9. b3 { [%clk 0:01:47] } 9... Ncxe5 { [%clk 0:01:59] } 10. Nxe5 { [%clk 0:01:46] } 10... Nxe5 { [%clk 0:01:58] } 11. O-O { [%clk 0:01:45] } 11... Rb8 { [%clk 0:01:53] } 12. Bf4 { [%clk 0:01:40] } 12... Bf6 { [%clk 0:01:50] } 13. Re1 { [%clk 0:01:39] } 13... d6 { [%clk 0:01:46] } 14. Ne4 { [%clk 0:01:32] } 14... b5 { [%clk 0:01:37] } 15. Nxf6+ { [%clk 0:01:21] } 15... Qxf6 { [%clk 0:01:31] } 16. Qe2 { [%clk 0:00:59] } 16... Rb6 { [%clk 0:01:13] } 17. h4 { [%clk 0:00:37] } 17... Ng6 { [%clk 0:01:11] } 18. Bg5 { [%clk 0:00:35] } 18... Qd4 { [%clk 0:01:00] } 19. Be3 { [%clk 0:00:32] } 19... Qe5 { [%clk 0:00:55] } 20. f4 { [%clk 0:00:26] } 20... Qf6 { [%clk 0:00:50] } 21. d4 { [%clk 0:00:24] } 21... Bb7 { [%clk 0:00:33] } 22. dxc5 { [%clk 0:00:20] } 22... Bxg2 { [%clk 0:00:31] } 23. cxb6 { [%clk 0:00:17] } 23... Bb7 { [%clk 0:00:20] } 24. cxb5 { [%clk 0:00:17] } 24... axb5 { [%clk 0:00:17] } 25. Qxb5 { [%clk 0:00:16] } 25... e5 { [%clk 0:00:13] } 26. fxe5 { [%clk 0:00:10] } 26... dxe5 { [%clk 0:00:12] } 27. Rf1 { [%clk 0:00:08] } 27... Qe6 { [%clk 0:00:06] } 28. a4 { [%clk 0:00:05] } 28... Qh3 { [%clk 0:00:04] }
1-0,1789,1770,Sicilian Defense: Bowdler Attack,43,1. e4 { [%clk 0:02:00] } 1... c5 { [%clk 0:02:00] } 2. Bc4 { [%clk 0:02:00] } 2... Nf6 { [%clk 0:02:00] } 3. d3 { [%clk 0:02:00] } 3... e6 { [%clk 0:02:00] } 4. Nf3 { [%clk 0:02:00] } 4... d5 { [%clk 0:02:00] } 5. exd5 { [%clk 0:01:59] } 5... exd5 { [%clk 0:02:01] } 6. Bb3 { [%clk 0:02:00] } 6... Nc6 { [%clk 0:02:01] } 7. O-O { [%clk 0:01:59] } 7... Be7 { [%clk 0:02:01] } 8. h3 { [%clk 0:01:59] } 8... O-O { [%clk 0:02:02] } 9. Nc3 { [%clk 0:01:59] } 9... a5 { [%clk 0:01:57] } 10. a4 { [%clk 0:01:58] } 10... d4 { [%clk 0:01:36] } 11. Ne2 { [%clk 0:01:57] } 11... h6 { [%clk 0:01:23] } 12. Bf4 { [%clk 0:01:55] } 12... Bd6 { [%clk 0:01:22] } 13. Qd2 { [%clk 0:01:55] } 13... Re8 { [%clk 0:01:21] } 14. Ng3 { [%clk 0:01:51] } 14... Qc7 { [%clk 0:01:19] } 15. Bxh6 { [%clk 0:01:49] } 15... gxh6 { [%clk 0:01:13] } 16. Qxh6 { [%clk 0:01:49] } 16... Bxg3 { [%clk 0:01:05] } 17. Qxf6 { [%clk 0:01:47] } 17... Be5 { [%clk 0:00:56] } 18. Nxe5 { [%clk 0:01:39] } 18... Nxe5 { [%clk 0:00:44] } 19. Rae1 { [%clk 0:01:36] } 19... Qe7 { [%clk 0:00:37] } 20. Qxe7 { [%clk 0:01:16] } 20... Rxe7 { [%clk 0:00:31] } 21. f4 { [%clk 0:01:16] } 21... Ng6 { [%clk 0:00:30] } 22. Rxe7 { [%clk 0:01:13] } 22... Nxe7 { [%clk 0:00:31] } 23. Re1 { [%clk 0:01:13] } 23... Kf8 { [%clk 0:00:30] } 24. Re5 { [%clk 0:01:10] } 24... b6 { [%clk 0:00:31] } 25. g4 { [%clk 0:01:10] } 25... Bb7 { [%clk 0:00:29] } 26. f5 { [%clk 0:01:05] } 26... Nc6 { [%clk 0:00:21] } 27. Re2 { [%clk 0:00:59] } 27... Re8 { [%clk 0:00:20] } 28. Rxe8+ { [%clk 0:00:58] } 28... Kxe8 { [%clk 0:00:20] } 29. Kf2 { [%clk 0:00:58] } 29... Ne5 { [%clk 0:00:20] } 30. Kg3 { [%clk 0:00:56] } 30... Bc6 { [%clk 0:00:19] } 31. h4 { [%clk 0:00:55] } 31... b5 { [%clk 0:00:19] } 32. axb5 { [%clk 0:00:54] } 32... Bxb5 { [%clk 0:00:19] } 33. Kf4 { [%clk 0:00:52] } 33... Nd7 { [%clk 0:00:13] } 34. g5 { [%clk 0:00:51] } 34... c4 { [%clk 0:00:12] } 35. dxc4 { [%clk 0:00:50] } 35... a4 { [%clk 0:00:11] } 36. cxb5 { [%clk 0:00:49] } 36... axb3 { [%clk 0:00:11] } 37. cxb3 { [%clk 0:00:49] } 37... d3 { [%clk 0:00:09] } 38. Ke3 { [%clk 0:00:49] } 38... Nc5 { [%clk 0:00:10] } 39. b4 { [%clk 0:00:47] } 39... Na4 { [%clk 0:00:06] } 40. Kxd3 { [%clk 0:00:46] } 40... Nxb2+ { [%clk 0:00:06] } 41. Kd4 { [%clk 0:00:45] } 41... Na4 { [%clk 0:00:07] } 42. Ke5 { [%clk 0:00:44] } 42... Nc3 { [%clk 0:00:05] } 43. b6 { [%clk 0:00:43] } 43... Nb5 { [%clk 0:00:05] } 44. b7 { [%clk 0:00:43] }
0-1,1640,1633,Queen's Pawn Game: Accelerated London System,55,1. d4 { [%clk 0:02:00] } 1... d5 { [%clk 0:02:00] } 2. Bf4 { [%clk 0:02:00] } 2... Nf6 { [%clk 0:02:00] } 3. e3 { [%clk 0:02:01] } 3... e6 { [%clk 0:02:00] } 4. c3 { [%clk 0:02:01] } 4... Be7 { [%clk 0:02:00] } 5. Nf3 { [%clk 0:02:00] } 5... Nh5 { [%clk 0:02:00] } 6. Be5 { [%clk 0:01:59] } 6... Nd7 { [%clk 0:01:59] } 7. Bd3 { [%clk 0:01:56] } 7... Nxe5 { [%clk 0:01:59] } 8. Nxe5 { [%clk 0:01:57] } 8... Nf6 { [%clk 0:01:59] } 9. Nd2 { [%clk 0:01:56] } 9... O-O { [%clk 0:01:58] } 10. O-O { [%clk 0:01:55] } 10... c5 { [%clk 0:01:58] } 11. Qf3 { [%clk 0:01:52] } 11... c4 { [%clk 0:01:57] } 12. Bc2 { [%clk 0:01:51] } 12... a6 { [%clk 0:01:52] } 13. Qh3 { [%clk 0:01:51] } 13... h6 { [%clk 0:01:50] } 14. Ndf3 { [%clk 0:01:46] } 14... Ne4 { [%clk 0:01:49] } 15. Qh5 { [%clk 0:01:29] } 15... b5 { [%clk 0:01:33] } 16. Ng4 { [%clk 0:01:28] } 16... f5 { [%clk 0:01:26] } 17. Nxh6+ { [%clk 0:01:27] } 17... gxh6 { [%clk 0:01:26] } 18. Qxh6 { [%clk 0:01:27] } 18... Bg5 { [%clk 0:01:16] } 19. Qg6+ { [%clk 0:01:19] } 19... Kh8 { [%clk 0:01:16] } 20. Ne5 { [%clk 0:01:15] } 20... Qf6 { [%clk 0:01:10] } 21. Qh5+ { [%clk 0:01:00] } 21... Bh6 { [%clk 0:01:07] } 22. Ng6+ { [%clk 0:00:51] } 22... Kh7 { [%clk 0:00:59] } 23. Nxf8+ { [%clk 0:00:44] } 23... Qxf8 { [%clk 0:00:57] } 24. Bxe4 { [%clk 0:00:43] } 24... fxe4 { [%clk 0:00:54] } 25. f3 { [%clk 0:00:42] } 25... Qg7 { [%clk 0:00:37] } 26. fxe4 { [%clk 0:00:41] } 26... Qg5 { [%clk 0:00:37] } 27. Rf7+ { [%clk 0:00:28] } 27... Kh8 { [%clk 0:00:35] } 28. Rf8+ { [%clk 0:00:14] } 28... Kh7 { [%clk 0:00:34] } 29. Qf7+ { [%clk 0:00:08] } 29... Qg7 { [%clk 0:00:33] } 30. Qxg7+ { [%clk 0:00:02] } 30... Kxg7 { [%clk 0:00:30] } 31. Rf2 { [%clk 0:00:03] } 31... Bxe3 { [%clk 0:00:30] } 32. Rf1 { [%clk 0:00:02] } 32... Bxf2+ { [%clk 0:00:30] } 33. Rxf2 { [%clk 0:00:03] } 33... Bd7 { [%clk 0:00:30] } 34. exd5 { [%clk 0:00:03] } 34... exd5 { [%clk 0:00:29] } 35. Rf5 { [%clk 0:00:03] } 35... Bc6 { [%clk 0:00:29] } 36. Re5 { [%clk 0:00:02] } 36... Kf6 { [%clk 0:00:28] } 37. g3 { [%clk 0:00:02] } 37... Ra7 { [%clk 0:00:27] } 38. Kf2 { [%clk 0:00:02] } 38... Re7 { [%clk 0:00:26] } 39. Ke3 { [%clk 0:00:02] } 39... Rxe5+ { [%clk 0:00:25] } 40. dxe5+ { [%clk 0:00:03] } 40... Kxe5 { [%clk 0:00:26] } 41. h4 { [%clk 0:00:04] } 41... Bd7 { [%clk 0:00:26] } 42. Kf3 { [%clk 0:00:03] } 42... Bf5 { [%clk 0:00:20] } 43. g4 { [%clk 0:00:03] } 43... Be4+ { [%clk 0:00:18] } 44. Kg3 { [%clk 0:00:03] } 44... Kf6 { [%clk 0:00:17] } 45. g5+ { [%clk 0:00:03] } 45... Kg6 { [%clk 0:00:17] } 46. Kf4 { [%clk 0:00:04] } 46... Bb1 { [%clk 0:00:15] } 47. Ke5 { [%clk 0:00:04] } 47... Be4 { [%clk 0:00:15] } 48. Kf4 { [%clk 0:00:03] } 48... a5 { [%clk 0:00:14] } 49. b3 { [%clk 0:00:03] } 49... cxb3 { [%clk 0:00:14] } 50. axb3 { [%clk 0:00:04] } 50... a4 { [%clk 0:00:13] } 51. bxa4 { [%clk 0:00:03] } 51... bxa4 { [%clk 0:00:13] } 52. c4 { [%clk 0:00:03] } 52... dxc4 { [%clk 0:00:12] } 53. h5+ { [%clk 0:00:03] } 53... Kf7 { [%clk 0:00:11] } 54. g6+ { [%clk 0:00:03] } 54... Kg7 { [%clk 0:00:11] } 55. Kxe4 { [%clk 0:00:03] } 55... a3 { [%clk 0:00:11] }
1-0,1808,1940,"Sicilian Defense: Alapin Variation, Barmen Defense",35,1. e4 { [%clk 0:02:00] } 1... c5 { [%clk 0:02:00] } 2. c3 { [%clk 0:02:00] } 2... d5 { [%clk 0:01:59] } 3. exd5 { [%clk 0:02:01] } 3... Qxd5 { [%clk 0:01:59] } 4. d4 { [%clk 0:02:02] } 4... Nc6 { [%clk 0:01:57] } 5. Nf3 { [%clk 0:02:02] } 5... cxd4 { [%clk 0:01:56] } 6. cxd4 { [%clk 0:02:02] } 6... e5 { [%clk 0:01:56] } 7. Nc3 { [%clk 0:02:01] } 7... Bb4 { [%clk 0:01:55] } 8. Bd2 { [%clk 0:01:59] } 8... Bxc3 { [%clk 0:01:54] } 9. bxc3 { [%clk 0:01:52] } 9... exd4 { [%clk 0:01:52] } 10. cxd4 { [%clk 0:01:51] } 10... Nxd4 { [%clk 0:01:47] } 11. Qa4+ { [%clk 0:01:36] } 11... Nc6 { [%clk 0:01:46] } 12. Be2 { [%clk 0:01:32] } 12... Ne7 { [%clk 0:01:43] } 13. O-O { [%clk 0:01:32] } 13... O-O { [%clk 0:01:42] } 14. Rfd1 { [%clk 0:01:26] } 14... Qf5 { [%clk 0:01:38] } 15. Be3 { [%clk 0:01:08] } 15... Be6 { [%clk 0:01:36] } 16. Bd3 { [%clk 0:01:06] } 16... Qg4 { [%clk 0:01:35] } 17. Qb5 { [%clk 0:00:58] } 17... Qb4 { [%clk 0:01:27] } 18. Qg5 { [%clk 0:00:49] } 18... Qg4 { [%clk 0:01:20] } 19. Qb5 { [%clk 0:00:49] } 19... Qb4 { [%clk 0:01:19] } 20. Qg5 { [%clk 0:00:48] } 20... Qa5 { [%clk 0:01:19] } 21. Qg3 { [%clk 0:00:46] } 21... Nf5 { [%clk 0:01:16] } 22. Bxf5 { [%clk 0:00:46] } 22... Qxf5 { [%clk 0:01:15] } 23. Nh4 { [%clk 0:00:45] } 23... Qg4 { [%clk 0:01:14] } 24. Qxg4 { [%clk 0:00:42] } 24... Bxg4 { [%clk 0:01:13] } 25. h3 { [%clk 0:00:41] } 25... Be6 { [%clk 0:01:12] } 26. Nf3 { [%clk 0:00:40] } 26... Rfd8 { [%clk 0:01:10] } 27. Rdc1 { [%clk 0:00:39] } 27... Rd7 { [%clk 0:01:04] } 28. a4 { [%clk 0:00:40] } 28... Rad8 { [%clk 0:01:03] } 29. Rab1 { [%clk 0:00:40] } 29... b6 { [%clk 0:01:02] } 30. Rxc6 { [%clk 0:00:39] } 30... Bd5 { [%clk 0:01:00] } 31. Rc3 { [%clk 0:00:34] } 31... Bxf3 { [%clk 0:01:00] } 32. gxf3 { [%clk 0:00:34] } 32... h6 { [%clk 0:00:57] } 33. Rbc1 { [%clk 0:00:34] } 33... Kh7 { [%clk 0:00:56] } 34. Rc7 { [%clk 0:00:34] } 34... Rd1+ { [%clk 0:00:55] } 35. Rxd1 { [%clk 0:00:33] } 35... Rxd1+ { [%clk 0:00:55] } 36. Kg2 { [%clk 0:00:34] }
1-0,1582,1520,French Defense: Exchange Variation,23,1. e4 { [%clk 0:02:00] } 1... e6 { [%clk 0:02:00] } 2. Nf3 { [%clk 0:02:01] } 2... d5 { [%clk 0:02:00] } 3. exd5 { [%clk 0:02:01] } 3... exd5 { [%clk 0:02:00] } 4. d4 { [%clk 0:02:02] } 4... Bf5 { [%clk 0:02:01] } 5. Nc3 { [%clk 0:02:02] } 5... Nf6 { [%clk 0:02:01] } 6. Bg5 { [%clk 0:02:02] } 6... Bb4 { [%clk 0:02:00] } 7. Bd3 { [%clk 0:02:01] } 7... Bxd3 { [%clk 0:02:00] } 8. Qxd3 { [%clk 0:02:01] } 8... Nbd7 { [%clk 0:01:59] } 9. Qb5 { [%clk 0:02:01] } 9... Bxc3+ { [%clk 0:01:58] } 10. bxc3 { [%clk 0:02:02] } 10... b6 { [%clk 0:01:57] } 11. Ne5 { [%clk 0:01:58] } 11... a6 { [%clk 0:01:48] } 12. Qc6 { [%clk 0:01:53] } 12... h6 { [%clk 0:01:33] } 13. Bxf6 { [%clk 0:01:49] } 13... gxf6 { [%clk 0:01:32] } 14. Nxd7 { [%clk 0:01:49] } 14... Qxd7 { [%clk 0:01:32] } 15. Qxa8+ { [%clk 0:01:49] } 15... Ke7 { [%clk 0:01:31] } 16. Qxh8 { [%clk 0:01:50] } 16... Qe6+ { [%clk 0:01:31] } 17. Kf1 { [%clk 0:01:48] } 17... Qf5 { [%clk 0:01:29] } 18. Re1+ { [%clk 0:01:46] } 18... Kd6 { [%clk 0:01:29] } 19. Qxh6 { [%clk 0:01:43] } 19... Qxc2 { [%clk 0:01:26] } 20. Qxf6+ { [%clk 0:01:40] } 20... Kd7 { [%clk 0:01:26] } 21. Qxf7+ { [%clk 0:01:40] } 21... Kc8 { [%clk 0:01:26] } 22. Re8+ { [%clk 0:01:36] } 22... Kb7 { [%clk 0:01:26] } 23. Qxd5+ { [%clk 0:01:37] } 23... Ka7 { [%clk 0:01:25] } 24. Qa8# { [%clk 0:01:34] }
1-0,1647,1657,Modern Defense,43,1. e4 { [%clk 0:02:00] } 1... g6 { [%clk 0:02:00] } 2. Qf3 { [%clk 0:02:00] } 2... Bg7 { [%clk 0:02:00] } 3. Bc4 { [%clk 0:02:01] } 3... e6 { [%clk 0:01:59] } 4. c3 { [%clk 0:02:01] } 4... Nc6 { [%clk 0:01:59] } 5. d4 { [%clk 0:01:59] } 5... Nf6 { [%clk 0:01:58] } 6. e5 { [%clk 0:01:59] } 6... Ng8 { [%clk 0:01:50] } 7. h4 { [%clk 0:01:58] } 7... d6 { [%clk 0:01:50] } 8. Bg5 { [%clk 0:01:58] } 8... Nge7 { [%clk 0:01:40] } 9. exd6 { [%clk 0:01:56] } 9... cxd6 { [%clk 0:01:40] } 10. Bf6 { [%clk 0:01:49] } 10... O-O { [%clk 0:01:39] } 11. h5 { [%clk 0:01:49] } 11... Bxf6 { [%clk 0:01:38] } 12. Qxf6 { [%clk 0:01:49] } 12... Nf5 { [%clk 0:01:36] } 13. Qxd8 { [%clk 0:01:45] } 13... Nxd8 { [%clk 0:01:31] } 14. hxg6 { [%clk 0:01:45] } 14... fxg6 { [%clk 0:01:30] } 15. g4 { [%clk 0:01:42] } 15... Ne7 { [%clk 0:01:27] } 16. Nd2 { [%clk 0:01:37] } 16... d5 { [%clk 0:01:26] } 17. Bd3 { [%clk 0:01:36] } 17... Nf7 { [%clk 0:01:23] } 18. Ne2 { [%clk 0:01:33] } 18... Ng5 { [%clk 0:01:23] } 19. f4 { [%clk 0:01:33] } 19... Nf7 { [%clk 0:01:14] } 20. O-O-O { [%clk 0:01:29] } 20... Nc6 { [%clk 0:01:13] } 21. Rh2 { [%clk 0:01:28] } 21... g5 { [%clk 0:01:09] } 22. Bxh7+ { [%clk 0:01:26] } 22... Kg7 { [%clk 0:01:09] } 23. fxg5 { [%clk 0:01:17] } 23... Nxg5 { [%clk 0:01:08] } 24. Bc2 { [%clk 0:01:11] } 24... Ne7 { [%clk 0:01:05] } 25. Rh5 { [%clk 0:01:07] } 25... Ne4 { [%clk 0:00:52] } 26. Nxe4 { [%clk 0:01:02] } 26... dxe4 { [%clk 0:00:51] } 27. Bxe4 { [%clk 0:01:02] } 27... Bd7 { [%clk 0:00:46] } 28. Rh7+ { [%clk 0:00:53] } 28... Kf6 { [%clk 0:00:42] } 29. Rf1+ { [%clk 0:00:53] } 29... Kg5 { [%clk 0:00:32] } 30. Rxe7 { [%clk 0:00:50] } 30... Rxf1+ { [%clk 0:00:30] } 31. Kd2 { [%clk 0:00:50] } 31... Bc6 { [%clk 0:00:27] } 32. Bd3 { [%clk 0:00:42] } 32... Kxg4 { [%clk 0:00:20] } 33. Rg7+ { [%clk 0:00:39] } 33... Kh5 { [%clk 0:00:18] } 34. Ng3+ { [%clk 0:00:38] } 34... Kh6 { [%clk 0:00:16] } 35. Rg6+ { [%clk 0:00:37] } 35... Kh7 { [%clk 0:00:09] } 36. Nxf1 { [%clk 0:00:37] } 36... Kh8 { [%clk 0:00:03] } 37. Rxe6 { [%clk 0:00:32] } 37... Bd5 { [%clk 0:00:01] } 38. Rh6+ { [%clk 0:00:30] } 38... Kg7 { [%clk 0:00:16] } 39. Rh7+ { [%clk 0:00:29] } 39... Kg8 { [%clk 0:00:15] } 40. Ne3 { [%clk 0:00:28] } 40... Bxa2 { [%clk 0:00:11] } 41. Rxb7 { [%clk 0:00:27] } 41... Rf8 { [%clk 0:00:08] } 42. Bh7+ { [%clk 0:00:26] } 42... Kh8 { [%clk 0:00:06] } 43. Bd3 { [%clk 0:00:24] } 43... Rf2+ { [%clk 0:00:05] } 44. Be2 { [%clk 0:00:23] }
